"","Name_original","Name_std","ScientificName","Rank","Kingdom","Phylum","Order","Suborder","Infraorder","Family","Genus","Species","Subspecies","FHLCode","Taxonomy_source"
"1424","Gasterocercus depressirostris","Gasterocercus depressirostris","Gasterocercus depressirostris (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Gasterocercus","Gasterocercus depressirostris",NA,"93-.132-.001-.","FHL"
"1425","Gastrallus immarginatus","Gastrallus immarginatus","Gastrallus immarginatus (P. W. J. Müller, 1821)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Gastrallus","Gastrallus immarginatus",NA,"68-.010-.001-.","FHL"
"1426","Gastrallus knizeki","Gastrallus knizeki","Gastrallus knizeki Zahradník, 1996","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Gastrallus","Gastrallus knizeki",NA,"68-.010-.004-.","FHL"
"1427","Gastrallus laevigatus","Gastrallus laevigatus","Gastrallus laevigatus (A. G. Olivier, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Gastrallus","Gastrallus laevigatus",NA,"68-.010-.002-.","FHL"
"1428","Gastrophysa polygoni","Gastrophysa polygoni","Gastrophysa polygoni (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Gastrophysa","Gastrophysa polygoni",NA,"88-.028-.001-.","FHL"
"1429","Gastrophysa viridula","Gastrophysa viridula","Gastrophysa viridula (DeGeer, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Gastrophysa","Gastrophysa viridula",NA,"88-.028-.002-.","FHL"
"1430","Gaurotes virginea","Gaurotes virginea","Gaurotes virginea (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Gaurotes","Gaurotes virginea",NA,"87-.019-.001-.","FHL"
"1431","Genistogethes carinulatus","Genistogethes carinulatus","Genistogethes carinulatus (Förster, 1849)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Nitidulidae","Genistogethes","Genistogethes carinulatus",NA,"50-.008k.002-.","FHL"
"1432","Meligethes carinulatus","Genistogethes carinulatus","Genistogethes carinulatus (Förster, 1849)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Nitidulidae","Genistogethes","Genistogethes carinulatus",NA,"50-.008k.002-.","FHL"
"1433","Geostiba circellaris","Geostiba circellaris","Geostiba circellaris (Gravenhorst, 1806)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Geostiba","Geostiba circellaris",NA,"23-.180-.003-.","FHL"
"1434","Glaphyra marmottani","Glaphyra marmottani","Glaphyra marmottani C. N. F. Brisout de Barneville, 1863","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Glaphyra","Glaphyra marmottani",NA,"87-.0391.004-.","FHL"
"1435","Molorchus marmottani","Glaphyra marmottani","Glaphyra marmottani C. N. F. Brisout de Barneville, 1863","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Glaphyra","Glaphyra marmottani",NA,"87-.0391.004-.","FHL"
"1436","Glaphyra umbellatarum","Glaphyra umbellatarum","Glaphyra umbellatarum (Schreber, 1759)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Glaphyra","Glaphyra umbellatarum",NA,"87-.0391.002-.","FHL"
"1437","Molorchus umbellatarum","Glaphyra umbellatarum","Glaphyra umbellatarum (Schreber, 1759)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Glaphyra","Glaphyra umbellatarum",NA,"87-.0391.002-.","FHL"
"1438","Glischrochilus hortensis","Glischrochilus hortensis","Glischrochilus hortensis (Geoffroy, 1785)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Nitidulidae","Glischrochilus","Glischrochilus hortensis",NA,"50-.021-.002-.","FHL"
"1439","Glischrochilus quadriguttatus","Glischrochilus quadriguttatus","Glischrochilus quadriguttatus (Fabricius, 1777)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Nitidulidae","Glischrochilus","Glischrochilus quadriguttatus",NA,"50-.021-.001-.","FHL"
"1440","Glischrochilus quadripunctatus","Glischrochilus quadripunctatus","Glischrochilus quadripunctatus (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Nitidulidae","Glischrochilus","Glischrochilus quadripunctatus",NA,"50-.021-.003-.","FHL"
"1441","Glischrochilus quadrisignatus","Glischrochilus quadrisignatus","Glischrochilus quadrisignatus (Say, 1835)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Nitidulidae","Glischrochilus","Glischrochilus quadrisignatus",NA,"50-.021-.0021.","FHL"
"1442","Globicornis corticalis","Globicornis corticalis","Globicornis corticalis (Eichhoff, 1863)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Globicornis","Globicornis corticalis",NA,"45-.005-.004-.","FHL"
"1443","Globicornis emarginata","Globicornis emarginata","Globicornis emarginata (Gyllenhal, 1808)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Globicornis","Globicornis emarginata",NA,"45-.005-.003-.","FHL"
"1444","Globicornis marginata","Globicornis emarginata","Globicornis emarginata (Gyllenhal, 1808)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Globicornis","Globicornis emarginata",NA,"45-.005-.003-.","FHL"
"1445","Globicornis nigripes","Globicornis nigripes","Globicornis nigripes (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Dermestidae","Globicornis","Globicornis nigripes",NA,"45-.005-.001-.","FHL"
"1446","Glocianus punctiger","Glocianus punctiger","Glocianus punctiger (C. R. Sahlberg, 1835)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Glocianus","Glocianus punctiger",NA,"93-.1637.003-.","FHL"
"1447","Gnathoncus buyssoni","Gnathoncus buyssoni","Gnathoncus buyssoni Auzat, 1917","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Histeridae","Gnathoncus","Gnathoncus buyssoni",NA,"10-.009-.004-.","FHL"
"1448","Gnathoncus nannetensis","Gnathoncus nannetensis","Gnathoncus nannetensis (Marseul, 1862)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Histeridae","Gnathoncus","Gnathoncus nannetensis",NA,"10-.009-.002-.","FHL"
"1449","Gnathotrichus materiarius","Gnathotrichus materiarius","Gnathotrichus materiarius (Fitch, 1858)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Gnathotrichus","Gnathotrichus materiarius",NA,"91-.030-.001-.","FHL"
"1450","Gnorimus nobilis","Gnorimus nobilis","Gnorimus nobilis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeidae","Gnorimus","Gnorimus nobilis",NA,"85-.050-.001-.","FHL"
"1451","Gnorimus variabilis","Gnorimus variabilis","Gnorimus variabilis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeidae","Gnorimus","Gnorimus variabilis",NA,"85-.050-.002-.","FHL"
"1452","Gonioctena olivacea","Gonioctena olivacea","Gonioctena olivacea (Forster, 1771)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Gonioctena","Gonioctena olivacea",NA,"88-.035-.010-.","FHL"
"1453","Gonioctena quinquepunctata","Gonioctena quinquepunctata","Gonioctena quinquepunctata (Fabricius, 1787)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Gonioctena","Gonioctena quinquepunctata",NA,"88-.035-.011-.","FHL"
"1454","Gonioctena viminalis","Gonioctena viminalis","Gonioctena viminalis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Gonioctena","Gonioctena viminalis",NA,"88-.035-.004-.","FHL"
"1455","Gonodera luperus","Gonodera luperus","Gonodera luperus (Herbst, 1783)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tenebrionidae","Gonodera","Gonodera luperus",NA,"82-.006-.001-.","FHL"
"1456","Gracilia minuta","Gracilia minuta","Gracilia minuta (Fabricius, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Gracilia","Gracilia minuta",NA,"87-.034-.001-.","FHL"
"1457","Grammoptera abdominalis","Grammoptera abdominalis","Grammoptera abdominalis (Stephens, 1831)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Grammoptera","Grammoptera abdominalis",NA,"87-.023-.003-.","FHL"
"1458","Grammoptera ruficornis","Grammoptera ruficornis","Grammoptera ruficornis (Fabricius, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Grammoptera","Grammoptera ruficornis",NA,"87-.023-.002-.","FHL"
"1459","Grammoptera ustulata","Grammoptera ustulata","Grammoptera ustulata (Schaller, 1783)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Grammoptera","Grammoptera ustulata",NA,"87-.023-.001-.","FHL"
"1460","Graptus triguttatus","Graptus triguttatus","Graptus triguttatus","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Graptus","Graptus triguttatus",NA,"93-.123-.003-.","FHL"
"1461","Grynobius planus","Grynobius planus","Grynobius planus (Fabricius, 1787)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Grynobius","Grynobius planus",NA,"68-.002-.001-.","FHL"
"1462","Grynocharis oblonga","Grynocharis oblonga","Grynocharis oblonga (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Trogossitidae","Grynocharis","Grynocharis oblonga",NA,"321.008-.001-.","FHL"
"1463","Grypus equiseti","Grypus equiseti","Grypus equiseti (Fabricius, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Erirhinidae","Grypus","Grypus equiseti",NA,"932.007-.001-.","FHL"
"1464","Gymnetron melanarium","Gymnetron melanarium","Gymnetron melanarium (Germar, 1821)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Gymnetron","Gymnetron melanarium",NA,"93-.174-.009-.","FHL"
"1465","Gymnetron rostellum","Gymnetron rostellum","Gymnetron rostellum (Herbst, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Gymnetron","Gymnetron rostellum",NA,"93-.174-.006-.","FHL"
"1466","Gymnetron veronicae","Gymnetron veronicae","Gymnetron veronicae (Germar, 1821)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Gymnetron","Gymnetron veronicae",NA,"93-.174-.013-.","FHL"
"1467","Gyrohypnus angustatus","Gyrohypnus angustatus","Gyrohypnus angustatus Stephens, 1833","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrohypnus","Gyrohypnus angustatus",NA,"23-.079-.005-.","FHL"
"1468","Gyrohypnus fracticornis","Gyrohypnus fracticornis","Gyrohypnus fracticornis (O. Müller, 1776)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrohypnus","Gyrohypnus fracticornis",NA,"23-.079-.002-.","FHL"
"1469","Gyrohypnus liebei","Gyrohypnus punctulatus","Gyrohypnus punctulatus (Paykull, 1789)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrohypnus","Gyrohypnus punctulatus",NA,"23-.079-.001-.","FHL"
"1470","Gyrophaena spec.","Gyrophaena","Gyrophaena Mannerheim, 1830","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena",NA,NA,"23-.130-.000-.","FHL"
"1471","Gyrophaena affinis","Gyrophaena affinis","Gyrophaena affinis Mannerheim, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena affinis",NA,"23-.130-.004-.","FHL"
"1472","Gyrophaena boleti","Gyrophaena boleti","Gyrophaena boleti (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena boleti",NA,"23-.130-.025-.","FHL"
"1473","Gyrophaena fasciata","Gyrophaena fasciata","Gyrophaena fasciata (Marsham, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena fasciata",NA,"23-.130-.016-.","FHL"
"1474","Gyrophaena gentilis","Gyrophaena gentilis","Gyrophaena gentilis Erichson, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena gentilis",NA,"23-.130-.009-.","FHL"
"1475","Gyrophaena joyi","Gyrophaena joyi","Gyrophaena joyi Wendeler, 1924","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena joyi",NA,"23-.130-.020-.","FHL"
"1476","Gyrophaena joyioides","Gyrophaena joyioides","Gyrophaena joyioides Wüsthoff, 1937","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena joyioides",NA,"23-.130-.021-.","FHL"
"1477","Gyrophaena angustata","Gyrophaena manca","Gyrophaena manca Erichson, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena manca",NA,"23-.130-.022-.","FHL"
"1478","Gyrophaena manca","Gyrophaena manca","Gyrophaena manca Erichson, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena manca",NA,"23-.130-.022-.","FHL"
"1479","Gyrophaena minima","Gyrophaena minima","Gyrophaena minima Erichson, 1837","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena minima",NA,"23-.130-.011-.","FHL"
"1480","Gyrophaena nana","Gyrophaena nana","Gyrophaena nana (Paykull, 1800)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena nana",NA,"23-.130-.006-.","FHL"
"1481","Gyrophaena polita","Gyrophaena polita","Gyrophaena polita (Gravenhorst, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena polita",NA,"23-.130-.024-.","FHL"
"1482","Gyrophaena pulchella","Gyrophaena pulchella","Gyrophaena pulchella Heer, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena pulchella",NA,"23-.130-.002-.","FHL"
"1483","Gyrophaena strictula","Gyrophaena strictula","Gyrophaena strictula Erichson, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Gyrophaena","Gyrophaena strictula",NA,"23-.130-.023-.","FHL"
"1484","Habrocerus capillaricornis","Habrocerus capillaricornis","Habrocerus capillaricornis (Gravenhorst, 1806)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Habrocerus","Habrocerus capillaricornis",NA,"23-.107-.001-.","FHL"
"1485","Hadraule elongatula","Hadraule elongatula","Hadraule elongatula (Gyllenhal, 1827)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Ciidae","Hadraule","Hadraule elongatula",NA,"65-.008-.001-.","FHL"
"1486","Hadreule elongatulum","Hadraule elongatula","Hadraule elongatula (Gyllenhal, 1827)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Ciidae","Hadraule","Hadraule elongatula",NA,"65-.008-.001-.","FHL"
"1487","Hadrobregmus confusus","Hadrobregmus confusus","Hadrobregmus confusus Kraatz, 1881","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hadrobregmus","Hadrobregmus confusus",NA,"68-.0124.901-.","FHL"
"1488","Anobium denticolle","Hadrobregmus denticollis","Hadrobregmus denticollis (Creutzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hadrobregmus","Hadrobregmus denticollis",NA,"68-.0124.001-.","FHL"
"1489","Hadrobregmus denticollis","Hadrobregmus denticollis","Hadrobregmus denticollis (Creutzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hadrobregmus","Hadrobregmus denticollis",NA,"68-.0124.001-.","FHL"
"1490","Anobium pertinax","Hadrobregmus pertinax","Hadrobregmus pertinax (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hadrobregmus","Hadrobregmus pertinax",NA,"68-.0124.002-.","FHL"
"1491","Hadrobregmus pertinax","Hadrobregmus pertinax","Hadrobregmus pertinax (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hadrobregmus","Hadrobregmus pertinax",NA,"68-.0124.002-.","FHL"
"1492","Hadroplontus litura","Hadroplontus litura","Hadroplontus litura (Fabricius, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Hadroplontus","Hadroplontus litura",NA,"93-.1641.002-.","FHL"
"1493","Haliplus ruficollis","Haliplus ruficollis","Haliplus ruficollis (DeGeer, 1774)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Haliplidae","Haliplus","Haliplus ruficollis",NA,"03-.003-.005-.","FHL"
"1494","Hallomenus axillaris","Hallomenus axillaris","Hallomenus axillaris (Illiger, 1807)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tetratomidae","Hallomenus","Hallomenus axillaris",NA,"801.004-.002-.","FHL"
"1495","Hallomenus binotatus","Hallomenus binotatus","Hallomenus binotatus (Quensel, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tetratomidae","Hallomenus","Hallomenus binotatus",NA,"801.004-.001-.","FHL"
"1496","Halyzia sedecimguttata","Halyzia sedecimguttata","Halyzia sedecimguttata (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Coccinellidae","Halyzia","Halyzia sedecimguttata",NA,"62-.035-.001-.","FHL"
"1497","Hapalaraea pygmaea","Hapalaraea pygmaea","Hapalaraea pygmaea (Paykull, 1800)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Hapalaraea","Hapalaraea pygmaea",NA,"23-.0141.001-.","FHL"
"1498","Haploglossa gentilis","Haploglossa gentilis","Haploglossa gentilis (Märkel, 1844)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Haploglossa","Haploglossa gentilis",NA,"23-.234-.001-.","FHL"
"1499","Haploglossa marginalis","Haploglossa marginalis","Haploglossa marginalis (Gravenhorst, 1806)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Haploglossa","Haploglossa marginalis",NA,"23-.234-.004-.","FHL"
"1500","Haploglossa picipennis","Haploglossa picipennis","Haploglossa picipennis (Gyllenhal, 1827)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Haploglossa","Haploglossa picipennis",NA,"23-.234-.005-.","FHL"
"1501","Haploglossa villosula","Haploglossa villosula","Haploglossa villosula (Stephens, 1832)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Haploglossa","Haploglossa villosula",NA,"23-.234-.002-.","FHL"
"1502","Harmonia axyridis","Harmonia axyridis","Harmonia axyridis (Pallas, 1773)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Coccinellidae","Harmonia","Harmonia axyridis",NA,"62-.028-.002-.","FHL"
"1503","Harmonia quadripunctata","Harmonia quadripunctata","Harmonia quadripunctata (Pontoppidan, 1763)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Coccinellidae","Harmonia","Harmonia quadripunctata",NA,"62-.028-.001-.","FHL"
"1504","Harpalus affinis","Harpalus affinis","Harpalus affinis (Schrank, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus affinis",NA,"01-.041-.030-.","FHL"
"1505","Harpalus anxius","Harpalus anxius","Harpalus anxius (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus anxius",NA,"01-.041-.065-.","FHL"
"1506","Harpalus dimidiatus","Harpalus dimidiatus","Harpalus dimidiatus (P. Rossi, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus dimidiatus",NA,"01-.041-.036-.","FHL"
"1507","Harpalus distinguendus","Harpalus distinguendus","Harpalus distinguendus (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus distinguendus",NA,"01-.041-.031-.","FHL"
"1508","Pseudoophonus griseus","Harpalus griseus","Harpalus griseus (Panzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus griseus",NA,"01-.041-.022-.","FHL"
"1509","Harpalus laevipes","Harpalus laevipes","Harpalus laevipes Zetterstedt, 1828","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus laevipes",NA,"01-.041-.047-.","FHL"
"1510","Harpalus latus","Harpalus latus","Harpalus latus (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus latus",NA,"01-.041-.045-.","FHL"
"1511","Harpalus luteicornis","Harpalus luteicornis","Harpalus luteicornis (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus luteicornis",NA,"01-.041-.046-.","FHL"
"1512","Harpalus rubripes","Harpalus rubripes","Harpalus rubripes (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus rubripes",NA,"01-.041-.049-.","FHL"
"1513","Harpalus rufipalpis","Harpalus rufipalpis","Harpalus rufipalpis J. Sturm, 1818","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus rufipalpis",NA,"01-.041-.052-.","FHL"
"1514","Harpalus rufipes","Harpalus rufipes","Harpalus rufipes (DeGeer, 1774)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus rufipes",NA,"01-.041-.021-.","FHL"
"1515","Pseudoophonus rufipes","Harpalus rufipes","Harpalus rufipes (DeGeer, 1774)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus rufipes",NA,"01-.041-.021-.","FHL"
"1516","Harpalus signaticornis","Harpalus signaticornis","Harpalus signaticornis (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus signaticornis",NA,"01-.041-.020-.","FHL"
"1517","Harpalus smaragdinus","Harpalus smaragdinus","Harpalus smaragdinus (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus smaragdinus",NA,"01-.041-.032-.","FHL"
"1518","Harpalus solitaris","Harpalus solitaris","Harpalus solitaris Dejean, 1829","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus solitaris",NA,"01-.041-.041-.","FHL"
"1519","Harpalus tardus","Harpalus tardus","Harpalus tardus (Panzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus tardus",NA,"01-.041-.063-.","FHL"
"1520","Harpalus xanthopus","Harpalus xanthopus","Harpalus xanthopus","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Harpalus","Harpalus xanthopus",NA,"01-.041-.043-.","FHL"
"1521","Hedobia pubescens","Hedobia pubescens","Hedobia pubescens (A. G. Olivier, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Bostrichiformia","Ptinidae","Hedobia","Hedobia pubescens",NA,"68-.001-.001-.","FHL"
"1522","Helochares obscurus","Helochares obscurus","Helochares obscurus (O.F. Müller, 1776)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Hydrophilidae","Helochares","Helochares obscurus",NA,"09-.012-.002-.","FHL"
"1523","Helophorus aquaticus","Helophorus aquaticus","Helophorus aquaticus (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Helophoridae","Helophorus","Helophorus aquaticus",NA,"09-.0011.009-.","FHL"
"1524","Helophorus brevipalpis","Helophorus brevipalpis","Helophorus brevipalpis Bedel, 1881","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Helophoridae","Helophorus","Helophorus brevipalpis",NA,"09-.0011.0152.","FHL"
"1525","Helophorus dorsalis","Helophorus dorsalis","Helophorus dorsalis (Marsham, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Helophoridae","Helophorus","Helophorus dorsalis",NA,"09-.0011.024-.","FHL"
"1526","Helophorus minutus","Helophorus minutus","Helophorus minutus Fabricius, 1775","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Helophoridae","Helophorus","Helophorus minutus",NA,"09-.0011.028-.","FHL"
"1527","Helophorus nubilus","Helophorus nubilus","Helophorus nubilus Fabricius, 1777","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Helophoridae","Helophorus","Helophorus nubilus",NA,"09-.0011.003-.","FHL"
"1528","Helophorus obscurus","Helophorus obscurus","Helophorus obscurus Mulsant, 1844","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Helophoridae","Helophorus","Helophorus obscurus",NA,"09-.0011.0221.","FHL"
